customer_key,customer_id,first_name,last_name,marital_status,gender,birth_date,country,created_date
AW00025181,25181,Patricia,Jackson,Married,Male,1966-11-19,Australia,2023-07-26
AW00025182,25182,Melissa,Young,Married,Male,1982-07-05,United States,2023-01-04
AW00025183,25183,Donald,Hall,Single,Male,1963-06-18,Canada,2024-01-21
AW00025184,25184,Sione,Miller,Married,Female,1973-11-09,France,2023-05-24
AW00025185,25185,Joshua,Thomas,Married,Male,1976-06-15,Australia,2025-03-29
AW00025186,25186,John,Ngata,Single,Female,1993-04-08,Australia,2024-03-11
AW00025187,25187,Mary,Adams,Single,Male,1956-05-17,Australia,2025-06-17
AW00025188,25188,Keziah,Patel,Single,Male,1972-07-05,Australia,2025-11-03
AW00025189,25189,Peter,Turner,Single,Female,1983-10-22,Australia,2023-09-28
AW00025190,25190,Tane,Campbell,Married,Male,1950-02-23,United States,2025-08-23
AW00025191,25191,Emily,White,Single,Male,1997-10-13,United States,2026-02-21
AW00025192,25192,Thomas,Mitchell,Single,Male,1977-09-23,Australia,2023-08-17
AW00025193,25193,Baraa,Walker,Single,Female,1956-04-27,Australia,2023-08-21
AW00025194,25194,Paul,Clark,Single,Female,1955-02-28,Australia,2024-10-31
AW00025195,25195,Tane,Lee,Single,Female,1946-05-23,Australia,2023-05-10
AW00025196,25196,William,Scott,Married,Male,1982-09-21,Australia,2023-08-19
AW00025197,25197,Karen,Singh,Married,Male,1973-07-31,Australia,2023-08-01
AW00025198,25198,Michael,Anderson,Married,Male,2001-05-16,Australia,2025-10-22
AW00025199,25199,Kimberly,Ngata,Single,Male,1964-01-27,AU,2025-02-17
AW00025200,25200,Joshua,Patel,Single,Female,1988-07-04,Australia,2025-04-20
AW00025201,25201,Charles,Allen,Married,Male,1969-11-23,Australia,2026-03-04
AW00025202,25202,Anthony,Hall,Married,Male,1988-03-07,United States,2024-07-06
AW00025203,25203,Melissa,Scott,Single,Male,1969-05-17,Australia,2025-07-27
AW00025204,25204,Jason,Singh,Single,Male,1985-05-25,Australia,2025-08-24
AW00025205,25205,Lisa,Martin,Married,Male,1949-12-21,Australia,2023-01-03
AW00025206,25206,Barbara,Hall,Married,Female,1946-08-22,Canada,2024-01-19
AW00025207,25207,Mere,Scott,Married,Male,1978-01-23,Australia,2024-03-07
AW00025208,25208,Peter,Lewis,Married,Female,2000-06-01,Germany,2025-11-27
AW00025209,25209,Barbara,Hall,Single,Female,1986-02-12,United Kingdom,2025-10-07
AW00025210,25210,Matthew,Perez,Single,Male,1978-03-19,Australia,2026-05-05
AW00025211,25211,Anthony,Anderson,Single,Male,1989-01-06,Australia,2023-06-21
AW00025212,25212,Betty,Lee,Married,Female,1994-04-22,Australia,2024-04-24
AW00025213,25213,David,Martin,Married,Male,1975-03-22,Germany,2024-07-22
AW00025214,25214,Carol,Johnson,Married,Male,1980-01-09,United States,2023-08-29
AW00025215,25215,Lisa,Allen,Single,Male,1963-11-21,Australia,2023-06-16
AW00025216,25216,Barbara,Thomas,Single,Male,2006-11-21,Australia,2023-11-12
AW00025217,25217,Melissa,Smith,Single,Male,1945-04-16,United Kingdom,2024-05-26
AW00025218,25218,Susan,Parker,Married,Female,1947-05-15,Australia,2025-07-29
AW00025219,25219,Jason,Manu,Married,Female,1964-05-12,Australia,2023-03-21
AW00025220,25220,James,King,Married,Female,1959-05-28,United Kingdom,2025-01-17
AW00025221,25221,Timothy,Toalii,Single,Male,1956-09-24,Germany,2023-01-20
AW00025222,25222,Lisa,Adams,Single,Female,1987-08-07,Australia,2024-12-10
AW00025223,25223,Malia,Thompson,Single,Female,2005-04-24,Australia,2025-11-27
AW00025224,25224,Joseph,Thompson,Single,Female,1950-05-27,Australia,2025-06-22
AW00025225,25225,Malia,Green,Married,Female,1959-02-20,New Zealand,2025-01-25
AW00025226,25226,James,Jackson,Single,Male,1981-03-01,Canada,2024-01-12
AW00025227,25227,Matthew,Moore,Married,Male,1983-01-04,Canada,2025-10-12
AW00025228,25228,Jennifer,Mitchell,Married,Female,2002-01-29,Canada,2026-02-12
AW00025229,25229,Keziah,Mitchell,Single,Female,1984-01-16,United States,2025-12-18
AW00025230,25230,Joseph,Young,Single,Male,1968-09-14,United States,2023-06-17
AW00025231,25231,Barbara,Anderson,Married,Male,1962-08-20,Australia,2025-10-06
AW00025232,25232,Kimberly,Garcia,Married,Female,1950-01-30,Australia,2025-02-28
AW00025233,25233,James,Miller,Married,Male,1954-03-17,United States,2023-05-06
AW00025234,25234,Paul,Jones,Married,Male,1987-11-26,France,2025-11-18
AW00025235,25235,Kimberly,Walker,Married,Female,2006-01-28,Australia,2024-08-18
AW00025236,25236,Baraa,Allen,Married,Female,1969-12-16,USA,2026-04-28
AW00025237,25237,Barbara,Wright,Married,Male,1970-10-31,Australia,2023-10-24
AW00025238,25238,Daniel,Campbell,Single,Female,1997-08-11,United Kingdom,2025-05-31
AW00025239,25239,Melissa,Garcia,Married,Female,2006-01-14,France,2024-02-17
AW00025240,25240,Melissa,Walker,Married,Male,1946-12-13,Australia,2025-08-11
AW00025241,25241,Karen,Martin,Single,Female,1960-07-29,Germany,2023-06-06
AW00025242,25242,Betty,Clark,Single,Female,1975-11-20,Australia,2024-08-04
AW00025243,25243,Betty,White,Single,Female,1999-05-29,United States,2025-07-01
AW00025244,25244,Elizabeth,White,Married,Female,2000-01-01,Canada,2026-01-06
AW00025245,25245,David,Lopez,Married,Male,1988-02-05,Australia,2023-01-31
AW00025246,25246,Joseph,Baker,Single,Male,1963-09-04,Canada,2024-12-02
AW00025247,25247,Robert,Johnson,Married,Female,1946-11-24,Australia,2023-04-16
AW00025248,25248,Andrew,Ngata,Married,Male,1964-05-10,Australia,2023-11-04
AW00025249,25249,Paul,Thompson,Single,Female,1996-12-28,New Zealand,2024-06-11
AW00025250,25250,Anthony,Moore,Single,Male,1988-02-04,Germany,2025-02-13
AW00025251,25251,Peter,Patel,Single,Male,1983-10-11,United States,2025-02-06
AW00025252,25252,Linda,Nelson,Married,Female,1970-01-02,Australia,2025-05-15
AW00025253,25253,Nancy,Moore,Married,Female,1994-07-17,Australia,2024-12-17
AW00025254,25254,Emily,Smith,Married,Male,1979-01-13,Australia,2023-09-03
AW00025255,25255,Peter,Lewis,Married,Male,1999-10-19,United Kingdom,2024-09-25
AW00025256,25256,Joshua,Anderson,Single,Male,2002-11-08,United Kingdom,2023-03-23
AW00025257,25257,David,Taylor,Married,Male,1982-09-23,Australia,2024-01-06
AW00025258,25258,Nancy,Wilson,Single,Male,1967-03-09,Australia,2023-06-03
AW00025259,25259,Patricia,Lewis,Married,Female,1993-08-30,Australia,2026-02-08
AW00025260,25260,Steven,Anderson,Single,Female,1998-10-16,nan,2024-10-14
AW00025261,25261,Jennifer,Thompson,Married,Male,1983-12-30,United Kingdom,2026-01-11
AW00025262,25262,Richard,Clark,Single,Female,1953-08-09,New Zealand,2025-03-27
AW00025263,25263,Richard,Roberts,Married,Female,1947-06-20,United Kingdom,2025-08-07
AW00025264,25264,Richard,Jones,Single,Female,1995-07-02,Australia,2023-04-21
AW00025265,25265,Kenneth,Thompson,Single,Male,1977-12-19,Australia,2024-12-06
AW00025266,25266,Jason,Walker,Married,Male,1983-10-12,Australia,2023-01-28
AW00025267,25267,Baraa,Johnson,Married,Male,1958-11-01,Australia,2024-01-11
AW00025268,25268,Nancy,Singh,Single,Male,1961-12-12,United States,2026-05-02
AW00025269,25269,Kenneth,Lewis,Married,Female,1988-03-19,Australia,2023-03-14
AW00025270,25270,Melissa,Wright,Single,Male,1959-04-08,Australia,2026-02-28
AW00025271,25271,Ashley,Singh,Married,Male,1979-07-14,New Zealand,2025-03-12
AW00025272,25272,Daniel,Roberts,Single,Male,1966-08-26,Australia,2024-02-02
AW00025273,25273,William,Thomas,Single,Male,1949-10-26,United States,2025-07-09
AW00025274,25274,Aroha,Wright,Single,Female,1961-02-01,Australia,2023-02-01
AW00025275,25275,Susan,Toalii,Married,Female,1957-04-05,Australia,2023-07-18
AW00025276,25276,Sione,Moore,Single,Female,1985-09-22,Australia,2023-08-09
AW00025277,25277,Lisa,Anderson,Married,Male,1980-12-23,Australia,2023-09-24
AW00025278,25278,Jason,Roberts,Married,Female,1974-08-10,United States,2024-07-21
AW00025279,25279,Ashley,Wilson,Single,Male,1983-02-01,Australia,2025-09-15
AW00025280,25280,Michelle,Brown,Married,Female,1969-12-07,Australia,2024-02-01
AW00025281,25281,Anthony,Baker,Single,Male,2005-08-11,Australia,2025-12-17
AW00025282,25282,Lisa,Smith,Married,Female,2006-12-28,NZ,2023-04-19
AW00025283,25283,Michelle,King,Single,Female,1995-02-04,France,2025-12-15
AW00025284,25284,Susan,Baker,Married,Male,1997-11-10,United Kingdom,2024-04-08
AW00025285,25285,Jennifer,Thomas,Married,Male,1998-05-04,Australia,2025-12-12
AW00025286,25286,Karen,Brown,Married,Female,1992-03-29,New Zealand,2025-11-20
AW00025287,25287,Kenneth,Singh,Married,Male,1959-11-15,Australia,2024-06-27
AW00025288,25288,Jennifer,Brown,Married,Female,1968-01-26,United Kingdom,2026-04-26
AW00025289,25289,Stephanie,Johnson,Married,Female,2000-04-25,Australia,2025-11-14
AW00025290,25290,Ashley,Baker,Single,Male,1946-08-14,Australia,2025-09-30
AW00025291,25291,Patricia,Roberts,Married,Female,1998-07-18,Australia,2025-08-10
AW00025292,25292,Ashley,Miller,Married,Female,1973-02-15,Australia,2024-09-14
AW00025293,25293,Steven,Young,Single,Male,1954-01-01,Australia,2024-11-24
AW00025294,25294,Matthew,Patel,Single,Male,1964-10-10,Australia,2024-09-20
AW00025295,25295,Amanda,Davis,Single,Male,1957-08-17,Canada,2024-10-01
AW00025296,25296,Ashley,Garcia,Single,Female,1968-09-03,New Zealand,2023-09-12
AW00025297,25297,Ronald,Singh,Single,Male,1986-04-15,Australia,2023-03-26
AW00025298,25298,Sarah,Patel,Married,Male,1957-01-30,New Zealand,2025-07-10
AW00025299,25299,Robert,Johnson,Single,Female,1967-05-16,Australia,2025-07-15
AW00025300,25300,Carol,Campbell,Married,Male,1985-12-12,Germany,2024-06-24
AW00025301,25301,Joseph,Toalii,Single,Female,1982-11-22,Australia,2023-03-29
AW00025302,25302,Anthony,Clark,Single,Female,1971-02-12,United States,2024-08-13
AW00025303,25303,Tane,Roberts,Married,Male,1977-01-30,Australia,2023-01-20
AW00025304,25304,Deborah,Martin,Single,Female,1997-04-03,United States,2024-04-12
AW00025305,25305,James,Adams,Single,Male,1950-08-30,Australia,2023-06-12
AW00025306,25306,Barbara,Smith,Married,Female,1955-03-19,France,2026-05-06
AW00025307,25307,Karen,Manu,Single,Male,1978-02-20,Australia,2025-05-26
AW00025308,25308,Elizabeth,Anderson,Single,Female,1953-03-22,Canada,2023-11-22
AW00025309,25309,Robert,Turner,Single,Male,1950-03-01,Australia,2025-11-25
AW00025310,25310,John,Lewis,Married,Male,2004-07-30,Australia,2023-08-03
AW00025311,25311,Jennifer,Taylor,Single,Male,1995-11-21,Australia,2024-10-13
AW00025312,25312,Michelle,Davis,Single,Female,1977-04-01,Australia,2025-08-21
AW00025313,25313,Donald,Wilson,Single,Female,1989-10-30,Canada,2024-06-30
AW00025314,25314,Melissa,Thomas,Single,Female,1961-08-03,United Kingdom,2024-08-03
AW00025315,25315,Robert,Toalii,Single,Female,1964-02-14,Germany,2026-03-06
AW00025316,25316,William,Miller,Single,Female,1998-06-07,Australia,2025-08-09
AW00025317,25317,Daniel,Hall,Married,Female,1952-06-26,Australia,2024-02-05
AW00025318,25318,Jason,Campbell,Single,Male,1953-10-07,United States,2023-11-27
AW00025319,25319,Anthony,Thomas,Married,Male,1995-10-02,Germany,2025-06-13
AW00025320,25320,Elizabeth,Garcia,Married,Female,1951-11-20,France,2023-09-18
AW00025321,25321,Susan,Lopez,Single,Female,1959-04-17,Australia,2023-04-20
AW00025322,25322,Anthony,Young,Single,Female,1946-05-25,Australia,2025-08-25
AW00025323,25323,Karen,Lewis,Married,Female,1951-12-10,Germany,2023-06-01
AW00025324,25324,Robert,Allen,Married,Male,1975-01-09,Australia,2026-01-28
AW00025325,25325,Mark,Mitchell,Single,Female,1981-02-21,United Kingdom,2026-03-04
AW00025326,25326,Stephanie,Thomas,Married,Female,1952-08-17,United States,2024-07-17
AW00025327,25327,Baraa,Wright,Married,Male,1967-05-23,Australia,2025-09-18
AW00025328,25328,Susan,Wright,Single,Male,1969-10-30,United States,2025-04-23
AW00025329,25329,Paul,Taylor,Married,Female,1950-10-03,Canada,2024-05-10
AW00025330,25330,Mark,Campbell,Married,Female,1947-12-03,United Kingdom,2026-04-16
AW00025331,25331,Susan,Campbell,Single,Male,1949-09-20,Australia,2024-09-08
AW00025332,25332,Sandra,Lopez,Single,Male,1966-10-01,United States,2024-07-02
AW00025333,25333,James,Green,Married,Male,1996-05-02,Australia,2026-05-10
AW00025334,25334,Lisa,Johnson,Married,Male,1950-03-20,United States,2024-08-24
AW00025335,25335,Steven,Jackson,Married,Female,1988-03-27,Australia,2025-01-09
AW00025336,25336,Karen,Jones,Single,Female,1969-08-02,New Zealand,2024-05-18
AW00025337,25337,Steven,Jackson,Married,Female,1988-06-27,Australia,2024-11-07
AW00025338,25338,Mere,Anderson,Married,Female,1949-06-17,Germany,2024-03-13
AW00025339,25339,Robert,Roberts,Married,Female,1990-01-28,Australia,2025-03-15
AW00025340,25340,Rebecca,Wilson,Single,Female,1978-09-26,DE,2023-02-10
AW00025341,25341,Baraa,Nime,Married,Female,1976-05-24,New Zealand,2024-09-19
AW00025342,25342,Donald,Martin,Married,Female,1960-03-05,Australia,2024-02-12
AW00025343,25343,Mark,Campbell,Married,Female,1968-05-30,Australia,2023-08-18
AW00025344,25344,Steven,Wilson,Married,Male,1997-12-28,Australia,2025-07-16
AW00025345,25345,Patricia,Lopez,Single,Male,1954-11-02,Australia,2024-09-12
AW00025346,25346,Jessica,Johnson,Single,Female,1975-04-13,Australia,2024-07-20
AW00025347,25347,Jennifer,Phillips,Married,Male,1991-06-30,Germany,2025-05-08
AW00025348,25348,Robert,Carter,Married,Male,1954-10-24,Australia,2025-04-28
AW00025349,25349,Robert,Walker,Married,Female,1995-05-26,United States,2025-08-26
AW00025350,25350,Timothy,Davis,Single,Female,1979-05-02,UK,2025-06-19
AW00025351,25351,Nancy,White,Married,Male,1951-10-15,Australia,2025-06-14
AW00025352,25352,Linda,Thompson,Married,Male,1976-10-08,Australia,2023-01-15
AW00025353,25353,Linda,Garcia,Married,Male,1994-12-10,France,2026-04-06
AW00025354,25354,Jennifer,Young,Married,Male,1994-03-15,Australia,2024-03-07
AW00025355,25355,Tane,White,Married,Female,1949-03-09,United States,2024-04-10
AW00025356,25356,George,Turner,Single,Female,1953-03-15,Australia,2023-12-27
AW00025357,25357,David,Jones,Married,Female,1957-04-30,United States,2024-07-22
AW00025358,25358,Kimberly,Thompson,Single,Male,1958-01-02,Australia,2024-09-10
AW00025359,25359,Ronald,Manu,Single,Male,2001-06-12,New Zealand,2025-01-12
AW00025360,25360,Ashley,Lee,Married,Male,1950-06-09,United States,2023-01-03
AW00025361,25361,Sandra,Lopez,Married,Male,1950-10-25,New Zealand,2025-09-05
AW00025362,25362,Rebecca,Smith,Married,Female,1965-05-25,Australia,2025-01-01
AW00025363,25363,Michael,Clark,Single,Female,1960-11-10,UK,2023-03-23
AW00025364,25364,Richard,Campbell,Single,Female,2000-05-23,Australia,2025-06-11
AW00025365,25365,Paul,Young,Married,Male,1948-11-10,Australia,2024-02-06
AW00025366,25366,Betty,Moore,Single,Male,1950-08-19,United Kingdom,2026-04-18
AW00025367,25367,Rebecca,White,Single,Female,1971-06-14,Australia,2024-12-25
AW00025368,25368,Ashley,Davis,Married,Male,1984-12-13,US,2025-08-09
AW00025369,25369,Elizabeth,Manu,Married,Male,1984-05-25,New Zealand,2025-04-15
AW00025370,25370,Michelle,Carter,Married,Male,1983-07-04,United Kingdom,2024-08-31
AW00025371,25371,Joseph,King,Married,Male,1964-09-25,Canada,2023-12-19
AW00025372,25372,Brian,Phillips,Single,Male,1958-10-31,United States,2024-11-12
AW00025373,25373,Donna,Roberts,Single,Female,1998-06-20,Australia,2024-07-12
AW00025374,25374,Amanda,Wright,Single,Male,1980-02-13,Australia,2026-05-09
AW00025375,25375,Stephanie,Wright,Single,Female,2006-04-17,United Kingdom,2025-06-07
AW00025376,25376,Keziah,Nelson,Single,Male,1955-11-26,Australia,2024-08-14
AW00025377,25377,Aroha,Scott,Married,Female,1973-12-05,AU,2023-08-29
AW00025378,25378,Richard,Thompson,Married,Male,1989-05-07,Australia,2026-02-25
AW00025379,25379,Melissa,Lee,Married,Female,2006-09-16,Australia,2025-10-24
AW00025380,25380,George,Lopez,Single,Female,1976-03-17,Australia,2024-12-29
AW00025381,25381,Matthew,Allen,Single,Male,1993-03-02,United Kingdom,2024-09-29
AW00025382,25382,Donna,Thomas,Married,Female,1985-04-06,United States,2025-03-16
AW00025383,25383,Malia,Roberts,Married,Female,1961-01-23,Australia,2024-01-29
AW00025384,25384,Sandra,Brown,Single,Female,1977-07-13,United Kingdom,2024-05-05
AW00025385,25385,Nancy,Patel,Married,Male,1992-07-02,Australia,2023-07-13
AW00025386,25386,Lisa,Roberts,Married,Female,1988-04-06,New Zealand,2023-02-25
AW00025387,25387,Andrew,Lewis,Married,Male,1983-05-22,New Zealand,2026-04-21
AW00025388,25388,Deborah,Green,Single,Male,1999-03-14,United Kingdom,2026-01-05
AW00025389,25389,John,White,Single,Female,1994-08-20,United Kingdom,2025-09-23
AW00025390,25390,Peter,Miller,Married,Female,1997-08-04,Australia,2024-07-31
AW00025391,25391,Baraa,Kumar,Single,Male,1963-06-03,France,2026-04-26
AW00025392,25392,William,Taylor,Single,Female,1998-02-06,United States,2024-06-05
AW00025393,25393,Malia,Clark,Married,Male,1977-07-06,Australia,2026-01-02
AW00025394,25394,Paul,Green,Single,Female,1977-08-13,Canada,2024-07-24
AW00025395,25395,Sarah,King,Single,Female,1962-08-11,Australia,2025-03-12
AW00025396,25396,Andrew,Mitchell,Single,Female,1970-02-26,Australia,2025-05-14
AW00025397,25397,George,Nelson,Married,Male,1992-01-01,Canada,2023-03-13
AW00025398,25398,Daniel,Jones,Single,Male,1960-04-21,United Kingdom,2025-03-21
AW00025399,25399,Deborah,Toalii,Single,Male,1975-12-24,Australia,2024-02-02
AW00025400,25400,Nancy,Martin,Married,Female,1970-09-17,Australia,2025-04-29
AW00025401,25401,Robert,Parker,Single,Female,1998-01-05,United States,2024-02-18
AW00025402,25402,Malia,Patel,Married,Female,1953-02-16,Australia,2023-03-09
AW00025403,25403,Daniel,Miller,Married,Female,1975-09-15,Australia,2026-02-22
AW00025404,25404,Sandra,Allen,Married,Female,1950-06-17,Germany,2024-12-20
AW00025405,25405,Jessica,Turner,Married,Female,1953-08-13,France,2025-04-17
AW00025406,25406,Lisa,Williams,Single,Female,1958-05-06,Australia,2023-01-21
AW00025407,25407,Sione,Manu,Married,Male,1951-04-09,United Kingdom,2024-10-14
AW00025408,25408,Mere,Toalii,Single,Male,1949-03-29,United States,2024-07-04
AW00025409,25409,Deborah,Ngata,Married,Male,1966-08-14,United Kingdom,2024-06-21
AW00025410,25410,Joseph,Nelson,Married,Female,1978-05-06,Canada,2024-10-30
AW00025411,25411,Baraa,Young,Single,Female,2000-11-14,United Kingdom,2025-05-02
AW00025412,25412,James,Wilson,Single,Female,1980-02-13,United States,2023-05-09
AW00025413,25413,Timothy,Parker,Married,Female,1951-11-25,Australia,2024-08-09
AW00025414,25414,Mark,Nime,Single,Female,1958-08-11,France,2026-01-29
AW00025415,25415,Donald,White,Married,Male,1976-02-25,Canada,2025-11-18
AW00025416,25416,Emily,Young,Single,Female,1962-04-21,United States,2025-10-15
AW00025417,25417,Donald,Thompson,Single,Male,1956-11-29,Australia,2024-11-19
AW00025418,25418,Joseph,Scott,Married,Male,1978-09-16,United States,2025-11-14
AW00025419,25419,Donna,Green,Married,Male,1957-12-12,Australia,2023-06-11
AW00025420,25420,Charles,Adams,Single,Female,1960-12-13,United States,2023-07-12
AW00025421,25421,John,Anderson,Single,Male,1977-04-05,Australia,2024-10-30
AW00025422,25422,John,Baker,Married,Female,1979-09-28,USA,2023-07-31
AW00025423,25423,Mary,Taylor,Married,Female,1999-12-15,Germany,2025-05-20
AW00025424,25424,Tane,Wilson,Single,Male,1963-05-01,Australia,2026-03-04
AW00025425,25425,Brian,Campbell,Single,Male,1953-09-11,United States,2025-07-03
AW00025426,25426,Donald,Thomas,Single,Male,2002-01-22,France,2023-12-26
AW00025427,25427,Richard,Wright,Married,Male,1950-01-07,US,2024-05-10
AW00025428,25428,George,Patel,Single,Female,1984-03-17,Australia,2023-12-17
AW00025429,25429,Karen,White,Single,Male,1991-03-25,DE,2023-07-31
AW00025430,25430,Elizabeth,Parker,Married,Male,1995-07-24,New Zealand,2023-09-06
AW00025431,25431,Michelle,Mitchell,Single,Male,1945-07-10,Australia,2025-01-17
AW00025432,25432,Sarah,Young,Single,Female,1965-03-14,USA,2024-08-21
AW00025433,25433,Peter,Mitchell,Single,Male,2003-04-29,United States,2025-11-15
AW00025434,25434,Anthony,Martin,Single,Male,1992-11-17,New Zealand,2026-03-08
AW00025435,25435,Rebecca,Smith,Single,Male,1948-06-04,Australia,2025-05-12
AW00025436,25436,Charles,Toalii,Single,Female,1987-03-13,NZ,2023-04-15
AW00025437,25437,Jason,Kumar,Single,Female,1970-07-15,Australia,2024-09-27
AW00025438,25438,John,Carter,Married,Male,2002-01-04,Australia,2025-10-17
AW00025439,25439,Stephanie,Hall,Single,Male,1994-09-29,Australia,2024-12-29
AW00025440,25440,Jennifer,Manu,Single,Male,1968-07-30,Australia,2026-01-29
AW00025441,25441,Baraa,Johnson,Single,Female,1988-10-31,Australia,2023-08-02
AW00025442,25442,Kimberly,Young,Single,Female,1959-05-04,Australia,2023-02-19
AW00025443,25443,Baraa,Green,Married,Male,1968-08-02,Australia,2026-04-10
AW00025444,25444,Tane,Anderson,Single,Female,1945-05-24,United Kingdom,2024-02-29
AW00025445,25445,Linda,Toalii,Married,Male,1973-10-07,United Kingdom,2023-01-18
AW00025446,25446,Sione,Williams,Married,Female,1955-08-12,United States,2024-10-25
AW00025447,25447,Joseph,Phillips,Married,Female,1989-01-17,Germany,2023-03-05
AW00025448,25448,Joshua,Brown,Married,Female,1963-10-27,Canada,2024-05-22
AW00025449,25449,Richard,Jones,Married,Female,1993-08-15,Australia,2024-03-14
AW00025450,25450,Andrew,Garcia,Single,Male,1972-08-01,Australia,2024-01-11
AW00025451,25451,Betty,Campbell,Married,Male,1990-10-20,United States,2024-04-26
AW00025452,25452,Susan,Davis,Married,Male,1945-03-29,Australia,2023-04-10
AW00025453,25453,Tane,Moore,Single,Female,1973-03-28,France,2024-09-20
AW00025454,25454,Patricia,Manu,Married,Male,1978-03-27,Germany,2026-04-11
AW00025455,25455,Rebecca,Moore,Single,Male,1951-07-19,New Zealand,2024-07-12
AW00025456,25456,Paul,Baker,Married,Female,1950-01-12,Australia,2024-05-14
AW00025457,25457,Melissa,Lee,Married,Male,1959-02-01,Australia,2023-03-20
AW00025458,25458,Lisa,Moore,Married,Female,1953-03-30,Germany,2026-03-23
AW00025459,25459,Paul,Phillips,Single,Male,2005-05-02,Australia,2025-08-29
AW00025460,25460,William,Turner,Married,Male,1946-03-18,Germany,2023-09-14
AW00025461,25461,Stephanie,Taylor,Married,Male,1963-09-08,United States,2025-12-24
AW00025462,25462,Keziah,Kumar,Married,Female,1992-08-08,Germany,2026-05-10
AW00025463,25463,Matthew,White,Single,Male,1991-01-06,Australia,2026-03-15
AW00025464,25464,Joshua,Carter,Married,Male,1953-04-22,Australia,2025-01-05
AW00025465,25465,Elizabeth,Jackson,Single,Male,1956-05-30,Australia,2023-01-15
AW00025466,25466,Carol,Smith,Married,Female,1945-04-17,Australia,2023-10-17
AW00025467,25467,Emily,Thomas,Single,Female,1969-08-29,Australia,2023-05-23
AW00025468,25468,Elizabeth,Kumar,Married,Female,1951-01-29,Australia,2024-10-21
AW00025469,25469,Peter,Toalii,Married,Male,1964-05-27,New Zealand,2025-01-21
AW00025470,25470,Emily,Miller,Married,Female,1987-06-03,Canada,2024-12-16
AW00025471,25471,Linda,Smith,Married,Male,1979-05-02,Australia,2026-03-28
AW00025472,25472,David,Mitchell,Single,Female,1985-03-14,Germany,2023-06-10
AW00025473,25473,Elizabeth,Green,Married,Male,1999-11-19,United States,2024-03-11
AW00025474,25474,Emily,Mitchell,Single,Female,2005-07-03,New Zealand,2026-03-29
AW00025475,25475,John,Green,Married,Male,1999-01-28,Australia,2023-04-17
AW00025476,25476,Sandra,Smith,Single,Male,1977-12-03,France,2024-11-25
AW00025477,25477,Stephanie,Lee,Married,Female,1949-01-26,Australia,2023-11-20
AW00025478,25478,Linda,White,Single,Male,1972-01-25,UK,2025-07-18
AW00025479,25479,Melissa,Manu,Single,Male,1963-04-08,United States,2024-08-09
AW00025480,25480,Andrew,Perez,Single,Female,2000-03-26,United Kingdom,2023-08-19
AW00025481,25481,David,Nime,Single,Male,1993-01-06,AU,2025-05-05
AW00025482,25482,George,Allen,Single,Female,1995-11-30,Australia,2024-02-23
AW00025483,25483,Susan,Allen,Single,Female,1979-12-07,Australia,2025-04-03
AW00025484,25484,Susan,Parker,Single,Male,1983-08-22,Australia,2025-11-18
AW00025485,25485,Rebecca,Manu,Single,Male,1976-05-24,Australia,2024-07-06
AW00025486,25486,David,Scott,Single,Male,1952-07-16,Australia,2025-06-06
AW00025487,25487,Joshua,Singh,Married,Male,1998-06-27,Australia,2025-03-08
AW00025488,25488,Thomas,King,Married,Female,1978-06-13,France,2023-02-08
AW00025489,25489,George,Moore,Married,Female,1978-01-11,Australia,2025-08-08
AW00025490,25490,Linda,Thompson,Married,Female,1997-05-13,United States,2024-02-05
AW00025491,25491,Joshua,Manu,Married,Male,1971-05-03,Australia,2026-05-07
AW00025492,25492,Malia,Moore,Married,Male,2003-08-05,New Zealand,2026-02-24
AW00025493,25493,Sarah,Perez,Single,Male,1992-12-01,Australia,2023-05-29
AW00025494,25494,Anthony,Nelson,Married,Male,1981-11-10,United Kingdom,2024-02-22
AW00025495,25495,Mere,Lopez,Married,Male,2005-06-13,AU,2026-05-16
AW00025496,25496,James,Scott,Married,Female,1962-10-22,United States,2023-07-22
AW00025497,25497,Timothy,Campbell,Single,Female,1963-11-10,United Kingdom,2023-05-08
AW00025498,25498,James,Parker,Married,Female,1991-06-27,Australia,2026-01-23
AW00025499,25499,Mere,Davis,Single,Female,1954-04-20,United States,2025-05-21
AW00025500,25500,Steven,Toalii,Married,Male,1945-05-14,Australia,2025-05-12
AW00025501,25501,Donna,Turner,Married,Female,1947-06-07,Australia,2024-01-14
AW00025502,25502,Amanda,Moore,Married,Male,1989-06-20,Australia,2025-12-28
AW00025503,25503,Nancy,Johnson,Single,Male,1947-03-06,Australia,2025-03-01
AW00025504,25504,Michael,Martin,Married,Female,1994-01-04,United States,2026-01-04
AW00025505,25505,Emily,Garcia,Married,Female,1983-06-19,Australia,2023-08-03
AW00025506,25506,Jason,Allen,Married,Male,1948-08-07,United States,2025-06-25
AW00025507,25507,Jason,Mitchell,Married,Male,1979-11-15,Australia,2026-05-12
AW00025508,25508,Aroha,Clark,Married,Female,1986-08-21,Australia,2023-06-25
AW00025509,25509,Michael,Wilson,Single,Male,1983-04-11,Australia,2025-11-10
AW00025510,25510,Daniel,Walker,Single,Female,1977-01-08,Australia,2024-11-30
AW00025511,25511,Deborah,Wright,Single,Female,1962-05-13,Australia,2023-03-08
AW00025512,25512,Ashley,Jones,Married,Male,1963-01-21,United States,2024-12-06
AW00025513,25513,Ronald,White,Single,Male,1995-08-16,Australia,2024-09-28
